SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0.000349206,0.999650794,0,0.1,1,avgTxnSize90d,5.270410146,4.4,+++,maxRevolveLine,3.643560465,21000,+++,totalPaymentAmt90d,-1.599577149,60,--,overpaymentAmt90d,-0.881238874,0,--,totalMerchCred90d,-0.775813596,4.34,--,nbrCustReqRefunds90d,-0.675627403,1,--,totalSpend90d,-0.460249722,101.2,-,csrNotes,0.191129399,statement password change change request,+,income,-0.003879559,38400,<-,creditScore,0,715,<+,APPROVED,1,1,38400,25,715,ME,23,4.4,101.2,statement password change change request,10,1,0,4.34,0,3,60,0,0,1,1,57.89,0,21000,0,3,0,6,2,0,1677
0,1,0,0.1,1,totalPaymentAmt90d,-4.887046128,217.44,---,totalSpend90d,-2.376934649,217.44,--,creditScore,-2.302634596,721,--,maxRevolveLine,-2.09751979,11000,--,overpaymentAmt90d,-1.791686952,0,--,totalMerchCred90d,-1.329570895,30.24,--,nbrCustReqRefunds90d,-1.189888514,1,--,avgTxnSize90d,0,3.02,<+,tenureMonths,0,11,<+,income,0,82800,<+,APPROVED,1,0,82800,11,721,MA,72,3.02,217.44,customer call billing address change request,34,11,3,30.24,6,4,217.44,0,0,1,1,44.06,1,11000,1,2,0,5,0,0,1678
0.041122928,0.958877072,0,0.1,1,totalSpend90d,1.485299007,17376.58,+++,overpaymentAmt90d,-0.250361793,0,--,totalMerchCred90d,-0.187426518,986.31,--,totalPaymentAmt90d,-0.179540924,868.83,--,nbrCustReqRefunds90d,-0.112163151,1,-,csrNotes,0.103176529,plastic replace billing address transfer moneyorder payment,+,creditScore,-0.061582502,730,-,income,-0.018598446,45700,-,maxRevolveLine,-0.01189387,12000,-,tenureMonths,-0.0087211,16,-,APPROVED,1,2,45700,16,730,PA,53,327.86,17376.58,plastic replace billing address transfer moneyorder payment,28,3,0,986.31,0,4,868.83,0,0,1,1,32.74,4,12000,1,2,0,4,2,0,1679
0.0002,0.9998,0,0.1,1,tenureMonths,4.768664748,2,+++,avgTxnSize90d,4.377462548,452.22,+++,overpaymentAmt90d,-1.281843624,0,--,totalMerchCred90d,-0.882092113,0,--,totalPaymentAmt90d,-0.726840773,158.28,--,nbrCustReqRefunds90d,-0.718995164,1,--,totalSpend90d,-0.387307049,3165.54,-,creditScore,-0.13192271,703,-,maxRevolveLine,0,8000,<-,csrNotes,0,nan,<-,APPROVED,1,1,19400,2,703,NY,7,452.22,3165.54, ,4,0,0,0,0,4,158.28,0,0,1,1,26.59,0,8000,0,2,0,8,0,0,1680
0.196575122,0.803424878,1,0.1,1,overpaymentAmt90d,5.718580097,1719.02,+++,tenureMonths,-0.266646007,12,-,totalPaymentAmt90d,0.218372915,7537.47,+,totalMerchCred90d,-0.169427706,736.36,-,creditScore,-0.078445136,721,-,income,0.062935821,62100,+,totalSpend90d,0.056164306,5818.45,+,state,0.04685075,NJ,+,nbrCustReqRefunds90d,-0.044644853,1,-,csrNotes,0.004535441,nan,<+,APPROVED,1,3,62100,12,721,NJ,71,81.95,5818.45, ,30,9,1,736.36,4,6,7537.47,1719.02,1,1,1,1783.27,6,8000,1,4,0,6,3,0,1681
0.097334378,0.902665622,0,0.1,1,nbrCustReqRefunds90d,6.686098391,3,+++,overpaymentAmt90d,-0.373373423,25.8,-,avgTxnSize90d,-0.357475117,0.6,-,tenureMonths,-0.333533385,5,-,csrNotes,0.185346653,password change statement customer call,+,totalMerchCred90d,-0.124278498,1.76,-,maxRevolveLine,-0.101695298,11000,-,totalSpend90d,-0.101524722,34.2,-,totalPaymentAmt90d,-0.086031437,60,-,state,-0.020637061,NY,-,APPROVED,1,0,55200,5,659,NY,57,0.6,34.2,password change statement customer call,27,6,2,1.76,2,5,60,25.8,1,3,1,72.68,0,11000,1,2,0,3,1,0,1682
0,1,0,0.1,1,totalSpend90d,-3.074424513,4404.96,---,overpaymentAmt90d,-2.879285799,0,---,totalPaymentAmt90d,-2.053222861,220.25,--,totalMerchCred90d,-1.34675315,560.3,--,nbrCustReqRefunds90d,-1.2717872,1,--,creditScore,-1.040637604,751,--,tenureMonths,-0.990378558,26,--,avgTxnSize90d,-0.675142361,275.31,--,maxRevolveLine,0,10000,<+,income,0,190000,<+,APPROVED,1,2,190000,26,751,MA,16,275.31,4404.96, ,6,2,1,560.3,1,7,220.25,0,0,1,1,79.27,7,10000,0,4,0,6,1,0,1683
0.0001,0.9999,0,0.1,1,creditScore,4.142210235,607,++,maxRevolveLine,3.684215353,17000,++,totalPaymentAmt90d,-2.70735419,60,--,totalMerchCred90d,-2.68177614,0,--,totalSpend90d,-2.32860921,0,--,overpaymentAmt90d,-1.649892824,60,--,avgTxnSize90d,-1.577312791,0,--,income,-1.108366875,35100,--,nbrCustReqRefunds90d,-0.847868423,1,-,csrNotes,-0.243204856,late payment billing address statement,-,APPROVED,1,1,35100,22,607,NY,15,0,0,late payment billing address statement,10,3,0,0,0,3,60,60,1,1,1,60,0,17000,0,3,0,5,0,0,1684
0,1,0,0.1,1,totalSpend90d,-9.561376384,8064.48,---,totalMerchCred90d,-5.988030777,803.04,--,totalPaymentAmt90d,-5.505361713,8064.48,--,avgTxnSize90d,-5.105267675,152.16,--,income,-4.711849323,100500,--,creditScore,-3.171438948,690,--,overpaymentAmt90d,-2.846523151,0,--,tenureMonths,-1.49146199,23,-,nbrCustReqRefunds90d,-1.234082908,1,-,maxRevolveLine,-1.049943339,9000,-,APPROVED,1,2,100500,23,690,NY,53,152.16,8064.48, ,32,5,3,803.04,2,3,8064.48,0,0,1,1,86.37,3,9000,0,1,0,9,0,0,1685
0,1,0,0.1,1,totalPaymentAmt90d,-3.638767828,628,---,totalSpend90d,-2.628323882,628,---,overpaymentAmt90d,-1.999764677,0,--,totalMerchCred90d,-1.327049022,0,--,nbrCustReqRefunds90d,-1.194623353,1,--,avgTxnSize90d,-0.621510722,31.4,--,maxRevolveLine,0,5000,<+,creditScore,0,691,<+,tenureMonths,0,14,<+,income,0,90800,<+,APPROVED,1,3,90800,14,691,MA,20,31.4,628, ,12,0,0,0,0,2,628,0,0,1,1,34.29,0,5000,1,4,1,7,3,0,1686
0.207043726,0.792956274,1,0.1,1,nbrCustReqRefunds90d,5.527926827,2,+++,avgTxnSize90d,-0.376197521,0.02,--,income,0.224671246,42100,+,overpaymentAmt90d,-0.163288791,59.5,-,csrNotes,-0.15804784,nan,-,totalSpend90d,0.148151288,0.5,+,tenureMonths,-0.103210328,29,-,creditScore,-0.053938117,720,-,maxRevolveLine,0.04359221,12000,+,state,0.022228663,NJ,+,APPROVED,1,0,42100,29,720,NJ,25,0.02,0.5, ,13,3,1,0.02,2,5,60,59.5,1,2,1,86.8,0,12000,1,1,0,6,0,0,1687
0.0002,0.9998,0,0.1,1,avgTxnSize90d,4.668777566,359.59,+++,totalPaymentAmt90d,-1.416850742,1078.77,--,overpaymentAmt90d,-1.192667419,0,--,totalMerchCred90d,-0.806169346,354.26,--,totalSpend90d,-0.797053277,1078.77,--,nbrCustReqRefunds90d,-0.708545841,1,--,tenureMonths,0.623922476,2,++,creditScore,0.346623598,717,+,maxRevolveLine,0,16000,<-,csrNotes,0,nan,<-,APPROVED,1,0,19100,2,717,NJ,3,359.59,1078.77, ,0,1,0,354.26,1,3,1078.77,0,0,1,1,69.79,3,16000,1,4,1,12,1,0,1688
0.001901003,0.998098998,0,0.1,1,totalSpend90d,3.696599061,26.64,+++,income,3.270043019,20800,+++,totalPaymentAmt90d,-1.01895215,60,--,totalMerchCred90d,-1.005287147,0,--,overpaymentAmt90d,-0.495446257,33.36,-,nbrCustReqRefunds90d,-0.46814696,1,-,avgTxnSize90d,-0.244741802,3.33,-,creditScore,0.058891549,724,+,tenureMonths,-0.027599837,7,-,csrNotes,-0.024890534,nan,-,APPROVED,1,2,20800,7,724,NY,8,3.33,26.64, ,5,0,0,0,0,4,60,33.36,1,1,1,68.87,0,13000,1,4,0,6,1,0,1689
0.003226708,0.996773292,0,0.1,1,totalSpend90d,-1.521909443,9448.6,---,overpaymentAmt90d,-0.645495686,0,--,totalMerchCred90d,-0.584485694,313,--,nbrCustReqRefunds90d,-0.441185025,1,--,totalPaymentAmt90d,-0.320698213,9448.6,--,avgTxnSize90d,-0.192987319,337.45,-,income,0.100810806,14400,+,csrNotes,0.092092811,nan,+,tenureMonths,-0.085416763,19,-,maxRevolveLine,-0.026033101,9000,-,APPROVED,1,0,14400,19,706,NY,28,337.45,9448.6, ,15,1,1,313,1,3,9448.6,0,0,1,1,43.11,3,9000,1,4,0,13,0,0,1690
0,1,0,0.1,1,totalPaymentAmt90d,-3.01560687,675.6,---,overpaymentAmt90d,-2.851341796,0,---,totalSpend90d,-2.467555807,675.6,--,totalMerchCred90d,-1.775578943,0,--,nbrCustReqRefunds90d,-1.262155661,1,--,avgTxnSize90d,-1.16178532,84.45,--,maxRevolveLine,0,24000,<+,creditScore,0,773,<+,tenureMonths,0,43,<+,income,0,104000,<+,APPROVED,1,1,104000,43,773,PA,8,84.45,675.6,statement customer call password change,3,0,0,0,0,3,675.6,0,0,1,1,29.23,0,24000,1,9,0,7,2,0,1691
0,1,0,0.1,1,totalPaymentAmt90d,-3.09114296,60,---,totalSpend90d,-2.368086227,257.67,---,overpaymentAmt90d,-1.813866853,0,--,totalMerchCred90d,-1.307171066,11,--,nbrCustReqRefunds90d,-1.154060326,1,--,income,-0.081597152,17600,-,maxRevolveLine,0,9000,<+,creditScore,0,724,<+,avgTxnSize90d,0,12.27,<+,tenureMonths,0,10,<+,APPROVED,1,1,17600,10,724,MA,21,12.27,257.67, ,10,1,1,11,1,4,60,0,0,1,1,63.39,0,9000,1,4,1,6,1,0,1692
0,1,0,0.1,1,totalPaymentAmt90d,-3.05565754,413.85,---,overpaymentAmt90d,-2.561865154,0,---,totalSpend90d,-1.586013298,413.85,--,totalMerchCred90d,-1.30770862,0,--,nbrCustReqRefunds90d,-1.2296923,1,--,avgTxnSize90d,-0.599186363,137.95,--,maxRevolveLine,0,11000,<+,creditScore,0,741,<+,tenureMonths,0,2,<+,income,0,35300,<+,APPROVED,1,2,35300,2,741,MA,3,137.95,413.85, ,0,0,0,0,0,6,413.85,0,0,1,1,55.18,0,11000,0,4,0,9,2,0,1693
0.0001,0.9999,0,0.1,1,tenureMonths,4.144742272,0,+++,avgTxnSize90d,4.006082828,438.31,+++,totalPaymentAmt90d,-1.571011166,1314.93,--,overpaymentAmt90d,-1.532273358,0,--,totalSpend90d,-1.126573289,1314.93,--,totalMerchCred90d,-0.969762128,0,--,nbrCustReqRefunds90d,-0.799774304,1,--,creditScore,-0.210662679,756,-,maxRevolveLine,0,7000,<-,csrNotes,0,customer call billing address card replace statement,<-,APPROVED,1,0,36700,0,756,NJ,3,438.31,1314.93,customer call billing address card replace statement,2,0,0,0,0,2,1314.93,0,0,1,1,70.84,0,7000,1,2,0,5,2,0,1694
0.0001,0.9999,0,0.1,1,income,2.450128303,1400,++,totalMerchCred90d,-2.330467907,0,--,totalPaymentAmt90d,-2.250641409,60,--,totalSpend90d,-2.187234371,0,--,avgTxnSize90d,-1.624313182,25.92,--,nbrCustReqRefunds90d,-0.81164652,1,--,overpaymentAmt90d,-0.80984319,60,--,csrNotes,-0.778608518,nan,--,maxRevolveLine,-0.454601036,16000,-,state,-0.242188471,MA,-,APPROVED,1,1,1400,6,756,MA,0,25.92,0, ,0,0,0,0,0,4,60,60,1,1,1,60,0,16000,1,3,0,6,0,0,1695
0.003701412,0.996298588,0,0.1,1,totalSpend90d,4.883997065,9155.96,+++,overpaymentAmt90d,-0.566901855,0,--,totalMerchCred90d,-0.542688428,0,--,nbrCustReqRefunds90d,-0.434260089,1,--,avgTxnSize90d,0.200041435,832.36,+,totalPaymentAmt90d,-0.181505114,457.8,-,csrNotes,0.106374942,nan,+,tenureMonths,-0.064925611,17,-,maxRevolveLine,-0.053873962,13000,-,income,-0.034364882,17900,-,APPROVED,1,1,17900,17,715,NY,11,832.36,9155.96, ,5,0,0,0,0,5,457.8,0,0,1,1,31.46,0,13000,1,2,0,10,1,0,1696
0.276131432,0.723868568,1,0.1,1,overpaymentAmt90d,0.942975044,2699.68,+++,nbrCustReqRefunds90d,-0.588189652,2,---,tenureMonths,0.469039587,16,++,avgTxnSize90d,-0.142822031,6.43,--,income,0.10618347,25800,+,maxRevolveLine,-0.091783807,9000,-,totalSpend90d,-0.080039222,115.74,-,creditScore,0.039121751,692,+,csrNotes,-0.015511269,nan,-,state,0.007626465,ME,+,APPROVED,1,0,25800,16,692,ME,18,6.43,115.74, ,6,1,0,6.79,0,3,2815.42,2699.68,1,2,1,2720.22,3,9000,0,3,0,6,1,0,1697
0.413818422,0.586181578,1,0.1,1,nbrCustReqRefunds90d,6.329086432,3,+++,overpaymentAmt90d,0.395311266,60,++,totalSpend90d,0.290832711,0,+,maxRevolveLine,0.230980091,8000,+,income,0.154620598,44000,+,totalPaymentAmt90d,0.09693416,60,+,state,-0.077489609,MA,-,tenureMonths,0.074060991,42,+,totalMerchCred90d,0.069799406,0,+,csrNotes,-0.057569169,nan,-,APPROVED,1,0,44000,42,753,MA,4,0,0, ,1,0,0,0,0,3,60,60,1,3,1,60,0,8000,0,4,0,9,1,0,1698
0,1,0,0.1,1,totalPaymentAmt90d,-2.996761611,1229.2,---,overpaymentAmt90d,-2.812094991,0,---,totalSpend90d,-2.079710353,1229.2,--,totalMerchCred90d,-1.745065122,0,--,nbrCustReqRefunds90d,-1.27596039,1,--,avgTxnSize90d,-0.660481023,307.3,--,maxRevolveLine,0,15000,<+,creditScore,0,652,<+,tenureMonths,0,17,<+,income,0,15100,<+,APPROVED,1,2,15100,17,652,NJ,4,307.3,1229.2,  customer call transfer statement,2,0,0,0,0,6,1229.2,0,0,1,1,60.03,0,15000,1,3,0,7,3,0,1699
0.278529947,0.721470053,1,0.1,1,nbrCustReqRefunds90d,5.222355813,2,+++,overpaymentAmt90d,0.390823062,42.95,++,income,0.372268754,18500,++,totalSpend90d,0.226287466,17.05,+,creditScore,0.191555494,759,+,csrNotes,-0.096962533,nan,-,avgTxnSize90d,-0.07777204,17.05,-,tenureMonths,0.069490487,2,+,totalPaymentAmt90d,0.065827685,60,+,totalMerchCred90d,0.065057654,0,+,APPROVED,1,0,18500,2,759,NY,1,17.05,17.05, ,0,0,0,0,0,2,60,42.95,1,2,1,76.88,1,10000,0,6,0,7,1,0,1700
0.827557125,0.172442875,1,0.1,1,totalMerchCred90d,3.240213733,2542.68,+++,totalSpend90d,0.812768363,31280.84,++,creditScore,0.29692342,717,++,totalPaymentAmt90d,-0.239744638,31280.84,-,overpaymentAmt90d,0.127067915,0,+,maxRevolveLine,0.122006961,17000,+,avgTxnSize90d,-0.092812465,197.98,-,nbrCustReqRefunds90d,0.064833697,1,+,tenureMonths,0.053164287,26,+,income,-0.051093946,104700,-,APPROVED,1,3,104700,26,717,NJ,158,197.98,31280.84, ,91,13,1,2542.68,6,4,31280.84,0,0,1,1,82.18,4,17000,0,2,0,8,0,0,1701
0.001137037,0.998862963,0,0.1,1,totalSpend90d,2.602625347,20.21,+++,csrNotes,1.63897925,password change transfer statement,++,totalMerchCred90d,-1.28148001,3,--,totalPaymentAmt90d,-1.12854335,60,--,avgTxnSize90d,-0.743540216,0.43,--,nbrCustReqRefunds90d,-0.570993786,1,--,overpaymentAmt90d,-0.521444042,39.79,--,income,-0.141837458,96400,-,creditScore,-0.055021381,751,-,maxRevolveLine,-0.02739006,9000,-,APPROVED,1,2,96400,33,751,MA,47,0.43,20.21,password change transfer statement,25,6,1,3,4,4,60,39.79,1,1,1,84.41,0,9000,0,2,0,6,1,0,1702
0.028499088,0.971500912,0,0.1,1,totalMerchCred90d,0.356642556,961.16,+++,overpaymentAmt90d,-0.326923602,0,---,totalSpend90d,-0.287128884,12422.15,---,nbrCustReqRefunds90d,-0.125255463,1,--,totalPaymentAmt90d,0.109397946,12422.15,++,creditScore,-0.066884313,750,-,tenureMonths,0.059423671,3,+,maxRevolveLine,-0.031708589,9000,-,avgTxnSize90d,-0.024931743,191.11,-,income,-0.008907354,65500,-,APPROVED,1,1,65500,3,750,NY,65,191.11,12422.15, ,40,5,2,961.16,1,6,12422.15,0,0,1,1,29.83,6,9000,1,5,0,6,0,0,1703
0,1,0,0.1,1,totalPaymentAmt90d,-4.050570748,910.68,---,overpaymentAmt90d,-2.517092056,0,--,totalSpend90d,-2.50516202,910.68,--,totalMerchCred90d,-1.758642038,0,--,nbrCustReqRefunds90d,-1.231213216,1,--,avgTxnSize90d,-0.646656459,151.78,--,maxRevolveLine,0,18000,<+,creditScore,0,673,<+,tenureMonths,0,10,<+,income,0,4700,<+,APPROVED,1,3,4700,10,673,NY,6,151.78,910.68, ,3,0,0,0,0,5,910.68,0,0,1,1,25.53,0,18000,1,4,0,7,0,0,1704
0,1,0,0.1,1,totalPaymentAmt90d,-3.036161186,912.84,---,totalSpend90d,-2.947719237,912.84,---,overpaymentAmt90d,-2.802725646,0,---,totalMerchCred90d,-1.790938437,303.61,--,nbrCustReqRefunds90d,-1.284296679,1,--,avgTxnSize90d,-0.62973882,304.28,--,maxRevolveLine,0,18000,<+,creditScore,0,750,<+,tenureMonths,0,46,<+,income,0,44300,<+,APPROVED,1,1,44300,46,750,NY,3,304.28,912.84, ,2,1,0,303.61,1,7,912.84,0,0,1,1,47.37,7,18000,0,3,0,5,3,0,1705
0.004018927,0.995981073,0,0.1,1,totalSpend90d,-1.214395352,10450.38,---,totalMerchCred90d,-0.612811693,468.88,--,overpaymentAmt90d,-0.600675782,0,--,totalPaymentAmt90d,-0.461156636,10450.38,--,nbrCustReqRefunds90d,-0.363846026,1,--,avgTxnSize90d,-0.192315663,117.42,-,csrNotes,-0.155675128,plastic replace customer call billing address,-,income,-0.15030954,66500,-,tenureMonths,0.081207148,7,+,creditScore,0.028262867,734,+,APPROVED,1,1,66500,7,734,MA,89,117.42,10450.38,plastic replace customer call billing address,45,4,0,468.88,1,3,10450.38,0,0,1,1,49.2,3,14000,1,3,0,5,1,0,1706
0.888506371,0.111493629,1,0.1,1,totalMerchCred90d,4.297303463,2391.69,+++,totalSpend90d,1.184829846,21447.72,++,creditScore,0.429024996,671,++,overpaymentAmt90d,0.195579238,0,+,totalPaymentAmt90d,0.106319031,1072.39,+,state,-0.091380743,CT,-,avgTxnSize90d,0.085950913,794.36,+,nbrCustReqRefunds90d,0.082832085,1,+,income,0.052359496,23300,+,maxRevolveLine,0.015657764,14000,+,APPROVED,1,2,23300,11,671,CT,27,794.36,21447.72, ,12,3,0,2391.69,1,2,1072.39,0,0,1,1,26.37,2,14000,0,0,0,8,2,0,1707
0.48744843,0.51255157,1,0.1,1,nbrCustReqRefunds90d,5.436904899,3,+++,overpaymentAmt90d,0.54510451,40.16,++,totalSpend90d,0.384496147,19.84,++,tenureMonths,0.290068545,31,+,income,0.23285686,38000,+,maxRevolveLine,0.198080636,8000,+,totalMerchCred90d,0.138842266,5.03,+,totalPaymentAmt90d,0.100395063,60,+,creditScore,-0.053056443,661,-,csrNotes,0.051416295,late payment billing address card replace,+,APPROVED,1,1,38000,31,661,NY,4,4.96,19.84,late payment billing address card replace,0,1,0,5.03,1,2,60,40.16,1,3,1,91.7,0,8000,0,3,0,10,0,0,1708
0.0001,0.9999,0,0.1,1,totalPaymentAmt90d,1.531898531,639,+++,overpaymentAmt90d,-1.337978445,0,---,totalMerchCred90d,-0.863976745,0,--,totalSpend90d,-0.800545318,639,--,nbrCustReqRefunds90d,-0.755133501,1,--,avgTxnSize90d,-0.160983803,63.9,-,maxRevolveLine,0,10000,<-,creditScore,0,730,<-,csrNotes,0,nan,<-,tenureMonths,0,4,<-,APPROVED,1,0,44300,4,730,ME,10,63.9,639, ,5,0,0,0,0,4,639,0,0,1,1,50.24,0,10000,1,1,0,9,1,0,1709
0.000190476,0.999809524,0,0.1,1,creditScore,5.249716697,704,+++,tenureMonths,2.624858348,9,++,csrNotes,2.099886679,nan,++,totalPaymentAmt90d,-1.453267762,873.08,--,totalSpend90d,-0.861402013,873.08,--,totalMerchCred90d,-0.800862308,152.64,--,overpaymentAmt90d,-0.71958439,0,-,nbrCustReqRefunds90d,-0.651297335,1,-,avgTxnSize90d,-0.128835451,37.96,-,income,0,168900,<-,APPROVED,1,1,168900,9,704,NY,23,37.96,873.08, ,12,4,0,152.64,2,2,873.08,0,0,1,1,36.26,0,13000,0,1,0,9,2,0,1710
0,1,0,0.1,1,totalPaymentAmt90d,-3.920034561,338.02,---,overpaymentAmt90d,-2.77826826,0,---,totalSpend90d,-2.395074759,338.02,--,totalMerchCred90d,-1.778285248,167.1,--,nbrCustReqRefunds90d,-1.272227637,1,--,avgTxnSize90d,-0.645912485,169.01,--,maxRevolveLine,0,17000,<+,creditScore,0,759,<+,tenureMonths,0,56,<+,income,0,3800,<+,APPROVED,1,2,3800,56,759,MA,2,169.01,338.02,password change card replace late payment,1,1,0,167.1,0,5,338.02,0,0,1,1,54.41,3,17000,0,4,0,9,1,0,1711
0,1,0,0.1,1,totalPaymentAmt90d,-4.232457994,114.25,---,overpaymentAmt90d,-2.826336887,0,---,totalSpend90d,-2.37421233,114.25,--,totalMerchCred90d,-1.329444947,0,--,nbrCustReqRefunds90d,-1.24472265,1,--,avgTxnSize90d,-0.515965401,22.85,-,maxRevolveLine,0,7000,<+,creditScore,0,672,<+,tenureMonths,0,65,<+,income,0,5300,<+,APPROVED,1,1,5300,65,672,RI,5,22.85,114.25, ,3,0,0,0,0,8,114.25,0,0,1,1,51.7,0,7000,1,3,0,9,0,0,1712
0.790516293,0.209483707,1,0.1,1,totalMerchCred90d,2.87974516,1923.56,+++,totalSpend90d,0.482262449,25825.03,++,csrNotes,0.253104701,late payment transfer billing address moneyorder,++,totalPaymentAmt90d,0.208937052,25825.03,+,overpaymentAmt90d,0.162211978,0,+,creditScore,0.14529814,670,+,maxRevolveLine,0.109641263,16000,+,avgTxnSize90d,0.102035738,335.39,+,nbrCustReqRefunds90d,0.055105128,1,+,income,-0.034598049,82400,-,APPROVED,1,0,82400,9,670,NY,77,335.39,25825.03,late payment transfer billing address moneyorder,41,6,2,1923.56,2,5,25825.03,0,0,1,1,36.72,5,16000,0,3,0,6,0,0,1713
0.006621772,0.993378228,0,0.1,1,csrNotes,3.506244695,password change password change plastic replace overseas atm,+++,totalMerchCred90d,-1.234509963,760.8,--,overpaymentAmt90d,-0.521648945,0,--,totalPaymentAmt90d,-0.434388222,1277.4,--,nbrCustReqRefunds90d,-0.321892007,1,-,totalSpend90d,-0.263260257,1277.4,-,avgTxnSize90d,0.169943131,255.48,+,income,-0.150443178,89300,-,tenureMonths,-0.056661825,2,-,maxRevolveLine,-0.019911489,8000,-,APPROVED,1,0,89300,2,759,MA,5,255.48,1277.4,password change password change plastic replace overseas atm,3,3,1,760.8,2,4,1277.4,0,0,1,1,43.68,4,8000,0,3,0,9,1,0,1714
0,1,0,0.1,1,totalPaymentAmt90d,-3.12781994,68.82,---,totalSpend90d,-2.760549435,68.82,---,overpaymentAmt90d,-2.615561314,0,---,totalMerchCred90d,-1.33436779,0,--,nbrCustReqRefunds90d,-1.192318878,1,--,avgTxnSize90d,-0.460526919,34.41,-,maxRevolveLine,0,10000,<+,creditScore,0,686,<+,tenureMonths,0,6,<+,income,0,88300,<+,APPROVED,1,2,88300,6,686,ME,2,34.41,68.82,change request password change billing address statement,0,0,0,0,0,4,68.82,0,0,1,1,28.65,0,10000,0,6,0,11,1,0,1715
0,1,0,0.1,1,totalPaymentAmt90d,-3.045880997,877.15,---,totalSpend90d,-2.307679393,877.15,---,totalMerchCred90d,-1.762990736,32.06,--,overpaymentAmt90d,-1.295126987,0,--,nbrCustReqRefunds90d,-1.213844336,1,--,avgTxnSize90d,-0.645912485,16.55,--,maxRevolveLine,0,16000,<+,creditScore,0,754,<+,tenureMonths,0,15,<+,income,0,35200,<+,APPROVED,1,3,35200,15,754,MA,53,16.55,877.15,change request billing address billing address,29,2,0,32.06,1,3,877.15,0,0,1,1,87.99,0,16000,1,2,0,8,1,0,1716
0,1,0,0.1,1,totalPaymentAmt90d,-3.539608666,362.58,---,overpaymentAmt90d,-3.086926428,0,---,totalSpend90d,-2.712150777,362.58,---,totalMerchCred90d,-1.348225471,0,--,nbrCustReqRefunds90d,-1.288447202,1,--,avgTxnSize90d,-0.621510722,181.29,-,maxRevolveLine,0,6000,<+,creditScore,0,690,<+,tenureMonths,0,30,<+,income,0,65400,<+,APPROVED,1,3,65400,30,690,ME,2,181.29,362.58,late payment transfer change request statement,1,0,0,0,0,2,362.58,0,0,1,1,43.64,0,6000,1,2,0,10,1,0,1717
0.001133005,0.998866995,0,0.1,1,overpaymentAmt90d,4.460770595,154.74,+++,totalPaymentAmt90d,-0.702926077,311.13,--,totalMerchCred90d,-0.60506856,0,--,nbrCustReqRefunds90d,-0.581881264,1,--,avgTxnSize90d,-0.532598425,156.39,--,totalSpend90d,-0.418953005,156.39,--,maxRevolveLine,-0.222047594,12000,-,creditScore,0.181280316,650,+,tenureMonths,0.110697672,6,+,csrNotes,-0.042892904,nan,-,APPROVED,1,2,11900,6,650,CT,1,156.39,156.39, ,0,0,0,0,0,3,311.13,154.74,1,1,1,194.38,1,12000,1,3,0,7,3,0,1718
